Sample Name,Sample Position,Method,Data File
mod1_4hr_1,P3-B5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mod1_4hr_1
mod1_4hr_2,P3-B6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mod1_4hr_2
mod1_8hr_1,P3-B8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mod1_8hr_1
mod1_8hr_2,P3-B7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/mod1_8hr_2
neg_mod1_4hr_1,P3-A5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_mod1_4hr_1
neg_mod1_4hr_2,P3-A6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_mod1_4hr_2
neg_mod1_8hr_1,P3-A8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_mod1_8hr_1
neg_mod1_8hr_2,P3-A7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_mod1_8hr_2
blank,,,
fdh_cm_nad_1,P3-B1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/fdh_cm_nad_1
fdh_cm_nad_2,P3-B2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/fdh_cm_nad_2
fdh_cm_nadp_1,P3-E1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/fdh_cm_nadp_1
fdh_cm_nadp_2,P3-E2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/fdh_cm_nadp_2
fdh_sn_nad_1,P3-A1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/fdh_sn_nad_1
fdh_sn_nad_2,P3-A2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/fdh_sn_nad_2
fdh_sn_nadp_1,P3-D1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/fdh_sn_nadp_1
fdh_sn_nadp_2,P3-D2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/fdh_sn_nadp_2
neg_nad_1,P3-C1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_nad_1
neg_nad_2,P3-C2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_nad_2
neg_nadp_1,P3-F1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_nadp_1
neg_nadp_2,P3-F2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_nadp_2
blank,,,
glyA_4hr_1,P3-D5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/glyA_4hr_1
glyA_4hr_2,P3-D6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/glyA_4hr_2
glyA_8hr_1,P3-D8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/glyA_8hr_1
glyA_8hr_2,P3-D7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/glyA_8hr_2
sds_4hr_1,P3-E5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/sds_4hr_1
sds_4hr_2,P3-E6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/sds_4hr_2
sds_8hr_1,P3-E8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/sds_8hr_1
sds_8hr_2,P3-E7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/sds_8hr_2
pyc_4hr_1,P3-F5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_4hr_1
pyc_4hr_2,P3-F6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_4hr_2
pyc_8hr_1,P3-F8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_8hr_1
pyc_8hr_2,P3-F7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_8hr_2
neg_mod3_4hr_1,P3-C5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_mod3_4hr_1
neg_mod3_4hr_2,P3-C6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_mod3_4hr_2
neg_mod3_8hr_1,P3-C8,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_mod3_8hr_1
neg_mod3_8hr_2,P3-C7,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/neg_mod3_8hr_2
blank,,,
pyc_aa_blank_1,P3-D11,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_aa_blank_1
pyc_aa_blank_2,P3-D12,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_aa_blank_2
pyc_aa_CoA_1,P3-A11,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_aa_CoA_1
pyc_aa_CoA_2,P3-A12,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_aa_CoA_2
pyc_neg_blank_1,P3-F11,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_neg_blank_1
pyc_neg_blank_2,P3-F12,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_neg_blank_2
pyc_neg_CoA_1,P3-C11,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_neg_CoA_1
pyc_neg_CoA_2,P3-C12,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_neg_CoA_2
pyc_re_blank_1,P3-E11,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_re_blank_1
pyc_re_blank_2,P3-E12,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_re_blank_2
pyc_re_CoA_1,P3-B11,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_re_CoA_1
pyc_re_CoA_2,P3-B12,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230619/pyc_re_CoA_2
blank,,,
