Sample Name,Sample Position,Method,Data File
mod2_1,P3-A1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_1
mod2_2,P3-A2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_2
mod2_cofactors_1,P3-B1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_cofactors_1
mod2_cofactors_2,P3-B2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_cofactors_2
mod2_glyA_1,P3-C1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_1
mod2_glyA_2,P3-C2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_2
mod2_glyA_cofactors_1,P3-D1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_cofactors_1
mod2_glyA_cofactors_2,P3-D2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_cofactors_2
mod2_neg_1,P3-E1,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_neg_1
mod2_neg_2,P3-E2,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_neg_2
mod2_3,P3-A3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_3
mod2_4,P3-A4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_4
mod2_5,P3-A5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_5
mod2_6,P3-A6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_6
mod2_cofactors_3,P3-B3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_cofactors_3
mod2_cofactors_4,P3-B4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_cofactors_4
mod2_cofactors_5,P3-B5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_cofactors_5
mod2_cofactors_6,P3-B6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_cofactors_6
mod2_glyA_3,P3-C3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_3
mod2_glyA_4,P3-C4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_4
mod2_glyA_5,P3-C5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_5
mod2_glyA_6,P3-C6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_6
mod2_glyA_cofactors_3,P3-D3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_cofactors_3
mod2_glyA_cofactors_4,P3-D4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_cofactors_4
mod2_glyA_cofactors_5,P3-D5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_cofactors_5
mod2_glyA_cofactors_6,P3-D6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_glyA_cofactors_6
mod2_neg_3,P3-E3,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_neg_3
mod2_neg_4,P3-E4,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_neg_4
mod2_neg_5,P3-E5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_neg_5
mod2_neg_6,P3-E6,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/mod2_neg_6
fdh_1,P3-E9,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/fdh_1
fdh_neg_1,P3-F5,Carothers/BEHamide_A1B1_95to60organic.m,D:/Projects/Marchand/Data/Carothers/230705_mod2/fdh_neg_1
