D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_1.d, -ESI EIC(104.0348) Scan Frag=175.0V acs_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_1.d ,1,3.571,3.715,3.925,3698,22239,100,100,100,0.354,,345,0,84,0,,3748,,,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_2.d, -ESI EIC(104.0348) Scan Frag=175.0V acs_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_2.d ,1,3.57,3.737,3.936,3675,23225,100,100,100,0.366,,0,0,0,0,,3675,,,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_3.d, -ESI EIC(104.0348) Scan Frag=175.0V acs_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_3.d ,1,3.532,3.726,3.986,3209,22069,100,100,100,0.454,,717,0,73,0,,3251,,,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_neg_1.d, -ESI EIC(104.0348) Scan Frag=175.0V acs_neg_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_neg_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_neg_1.d ,1,3.68,3.747,3.84,8978.21,39722.25,100,100,100,0.058,,291.88,700.12,,,,,0.16,0.06,0.77,8639.47,,,  ,248.9634,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_neg_2.d, -ESI EIC(104.0348) Scan Frag=175.0V acs_neg_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_neg_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_neg_2.d ,1,3.691,3.749,3.847,6895.06,30474.2,100,100,100,0.063,,873.4,703.93,,,,,7.78,16.31,0.79,7923.05,,,  ,248.9634,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_neg_3.d, -ESI EIC(104.0348) Scan Frag=175.0V acs_neg_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_neg_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_neg_3.d ,1,3.61,3.746,3.806,5541.24,26305.62,100,100,100,0.067,,739.78,1257.75,,,,,9.24,38.93,1.33,4354.75,,,  ,248.9634,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\blank1.d, -ESI EIC(104.0348) Scan Frag=175.0V blank1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No integration results available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\mod3_1.d, -ESI EIC(104.0348) Scan Frag=175.0V mod3_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\mod3_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution
D:\Projects\Marchand\Data\Carothers\231114_mod3\mod3_1.d ,1,3.611,3.733,4.003,187315.82,1172640.55,100,100,100,0.082,,0,17520.03,,,,,0,15047.65,0.28,179213.44,,,  ,248.9634,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\mod3_2.d, -ESI EIC(104.0348) Scan Frag=175.0V mod3_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\mod3_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution
D:\Projects\Marchand\Data\Carothers\231114_mod3\mod3_2.d ,1,3.624,3.724,3.992,110377.89,732810.8,100,100,100,0.089,,734.04,6378.11,,,,,228.44,6394.13,0.3,109676.67,,,  ,248.9634,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
