D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_1.d, -ESI EIC(133.0137) Scan Frag=175.0V acs_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_1.d ,1,4.069,4.263,4.745,21058,226542,100,100,100,0.676,,0,1409,0,1409,,21463,,,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_2.d, -ESI EIC(133.0137) Scan Frag=175.0V acs_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_2.d ,1,4.058,4.257,4.761,19801.2,233473.52,100,100,98.31,0.703,,0,0,0,0,,19801.2,,,MM,,,,,M,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_2.d ,2,4.828,4.845,4.878,1134.04,2460.78,1.05,5.73,1.04,0.036,,1606.4,2010.62,992.08,1193.29,0.57,2438.04,,,  ,248.9634,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_2.d ,3,4.878,4.917,4.939,849.36,1540.73,0.66,4.29,0.65,0.03,,2010.62,1458.04,1193.29,1443.38,3.92,2366.34,,,  ,248.9634,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_3.d, -ESI EIC(133.0137) Scan Frag=175.0V acs_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_3.d ,1,4.103,4.258,4.751,18930,206626.7,100,100,93.05,0.648,,1850.11,689.75,287.09,143.54,,19182.74,,,MM,,,,,M,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_3.d ,2,4.773,4.825,4.863,2009.14,6850.97,3.32,10.61,3.09,0.052,,0,0,0,0,1.24,2105.91,,,  ,382.5426,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_3.d ,3,4.863,4.937,5.002,1828.22,8572.82,4.15,9.66,3.86,0.078,,0,1944.33,0,1459.5,1.34,1837.01,,,  ,248.9634,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_neg_1.d, -ESI EIC(133.0137) Scan Frag=175.0V acs_neg_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_neg_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231114_mod3\acs_neg_1.d ,1,4.154,4.337,4.47,7525,33232,100,100,100,0.316,,554,0,286,0,,7645,,,MM,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
