"D:\Projects\Marchand\Data\Carothers\230417\fdh-ctrl_1.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-ctrl_1.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-ctrl_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-ctrl_1.d" ,"1" ,6.304,6.586,6.603,1754.66,11125.69,100.00,100.00,100.00,0.299,0.629,0.00,0.00,0.548,6.586,6.586,11.000,0.00,0.00,0.02,1754.66,,,  ,1033.9936,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-ctrl_2.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-ctrl_2.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-ctrl_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-ctrl_2.d" ,"1" ,6.573,6.590,6.623,1098.14,1940.11,100.00,100.00,100.00,0.050,6.007,0.00,0.00,0.550,6.573,6.606,10.986,0.00,0.00,0.01,1098.14,,,  ,1033.9936,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-ctrl_3.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-ctrl_3.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-ctrl_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-ctrl_3.d" ,"1" ,6.222,6.227,6.260,760.40,848.70,100.00,100.00,100.00,0.039,5.617,0.00,0.00,0.548,6.222,6.233,10.984,0.00,0.00,0.01,760.40,,,  ,1033.9936,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1_1.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-mod1_1.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1_1.d" ,"1" ,5.050,5.114,5.674,585169.55,6104945.70,100.00,100.00,100.00,0.624,0.119,2753.16,37081.07,0.555,4.499,6.222,6.533,2753.16,8914.20,8.17,588558.00,,,  ,505.9866,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1_2.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-mod1_2.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1_2.d" ,"1" ,5.055,5.121,5.752,501963.09,5647298.66,100.00,100.00,100.00,0.697,0.128,3161.91,34037.06,0.555,4.688,6.323,6.533,3161.91,10029.45,9.23,505768.69,,,  ,1033.9936,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1_3.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-mod1_3.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1_3.d" ,"1" ,5.056,5.116,5.703,543363.12,5985230.89,100.00,100.00,100.00,0.648,0.123,3264.56,38623.44,0.551,4.690,6.224,6.535,3264.56,9579.33,9.12,547218.81,,,  ,505.9866,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1-NADP_1.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-mod1-NADP_1.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1-NADP_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1-NADP_1.d" ,"1" ,5.052,5.110,5.343,1338128.22,9805830.93,100.00,100.00,100.00,0.290,0.106,2836.03,166621.03,0.556,4.811,5.332,5.343,2836.03,22345.96,5.70,1344836.13,,,  ,505.9866,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1-NADP_2.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-mod1-NADP_2.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1-NADP_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1-NADP_2.d" ,"1" ,5.106,5.172,5.333,356948.31,2915880.19,100.00,100.00,100.00,0.227,0.142,3091.09,101555.94,0.552,4.807,5.327,5.333,3091.09,17002.50,2.96,364090.91,,,  ,1033.9936,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1-NADP_3.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-mod1-NADP_3.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1-NADP_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-mod1-NADP_3.d" ,"1" ,5.114,5.168,5.340,502207.47,3837238.94,100.00,100.00,100.00,0.226,0.128,3307.84,117225.88,0.553,4.686,5.334,5.345,3307.84,11314.99,4.57,507424.56,,,  ,505.9866,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-NADP_1.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-NADP_1.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-NADP_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-NADP_1.d" ,"1" ,5.283,5.454,5.571,1915.81,14313.09,100.00,100.00,100.00,0.288,0.194,0.00,0.00,0.551,5.427,5.515,6.557,0.00,0.00,0.68,1915.81,,,  ,1033.9936,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-NADP_2.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-NADP_2.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-NADP_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-NADP_2.d" ,"1" ,5.428,5.478,5.522,1947.07,6040.38,100.00,100.00,100.00,0.094,0.061,810.88,746.81,0.553,5.406,5.522,6.553,612.21,559.89,0.60,2531.59,,,  ,1033.9936,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-NADP_3.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-NADP_3.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-NADP_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-NADP_3.d" ,"1" ,5.394,5.488,5.610,2006.12,12388.16,100.00,100.00,100.00,0.216,0.195,0.00,0.00,0.552,5.438,5.605,6.558,0.00,0.00,1.29,2006.12,,,  ,1033.9936,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-substrate_1.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-substrate_1.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-substrate_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-substrate_1.d" ,"1" ,5.150,5.203,5.907,363724.43,4289113.67,100.00,100.00,100.00,0.756,0.145,8680.29,22789.42,0.555,5.142,6.394,6.533,8680.29,10444.64,8.71,372527.78,,,  ,1033.9936,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-substrate_2.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-substrate_2.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-substrate_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-substrate_2.d" ,"1" ,5.092,5.173,5.732,464443.76,4837853.13,100.00,100.00,100.00,0.640,0.127,1441.47,28238.96,0.552,4.851,6.247,6.530,1441.47,8362.02,6.80,466757.63,,,  ,1033.9936,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\fdh-substrate_3.d"," -ESI EIC(505.9879) Scan Frag=175.0V fdh-substrate_3.d "
"D:\Projects\Marchand\Data\Carothers\230417\fdh-substrate_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\fdh-substrate_3.d" ,"1" ,5.063,5.128,5.732,526736.04,5865748.31,100.00,100.00,100.00,0.669,0.127,2760.61,36147.47,0.552,4.784,6.286,6.529,2760.61,9451.15,8.59,530146.88,,,  ,505.9866,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\glyA_ATP_1.d"," -ESI EIC(505.9879) Scan Frag=175.0V glyA_ATP_1.d "
"D:\Projects\Marchand\Data\Carothers\230417\glyA_ATP_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\glyA_ATP_1.d" ,"1" ,5.069,5.134,5.688,400010.76,4180939.43,100.00,100.00,100.00,0.619,0.122,4053.34,27301.16,0.557,4.674,6.269,6.530,4053.34,8746.63,7.82,404556.72,,,  ,1033.9936,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\glyA_ATP_2.d"," -ESI EIC(505.9879) Scan Frag=175.0V glyA_ATP_2.d "
"D:\Projects\Marchand\Data\Carothers\230417\glyA_ATP_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\glyA_ATP_2.d" ,"1" ,5.077,5.144,5.797,564945.47,6332035.08,100.00,100.00,100.00,0.720,0.146,3464.06,21296.88,0.556,4.656,6.224,6.534,3464.06,8642.64,6.46,568885.13,,,  ,505.9866,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\glyA_ATP_3.d"," -ESI EIC(505.9879) Scan Frag=175.0V glyA_ATP_3.d "
"D:\Projects\Marchand\Data\Carothers\230417\glyA_ATP_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\glyA_ATP_3.d" ,"1" ,5.104,5.181,5.646,443271.96,5044778.23,100.00,100.00,100.00,0.541,0.159,1987.43,5277.40,0.555,4.716,6.190,6.533,1987.43,5277.40,6.09,445727.09,,,  ,505.9866,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\glyA_ctrl_1.d"," -ESI EIC(505.9879) Scan Frag=175.0V glyA_ctrl_1.d "
"D:\Projects\Marchand\Data\Carothers\230417\glyA_ctrl_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230417\glyA_ctrl_1.d" ,"1" ,5.096,5.163,5.800,577040.64,6355861.08,100.00,100.00,100.00,0.703,0.136,2303.73,29220.97,0.542,4.803,6.298,6.531,2303.73,7782.50,7.46,579860.00,,,  ,1033.9936,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230417\glyA_ctrl_2.d"," -ESI EIC(505.9879) Scan Frag=175.0V glyA_ctrl_2.d "
