Sample Name,Sample Position,Method,Data File
tdcb_10_1,P3-A1,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_10_1
tdcb_10_2,P3-A2,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_10_2
tdcb_10_3,P3-A3,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_10_3
tdcb_5_1,p3-b1,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_5_1
tdcb_5_2,p3-b2,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_5_2
tdcb_5_3,p3-b3,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_5_3
tdcb_2.5_1,P3-c1,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_2.5_1
tdcb_2.5_2,P3-c2,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_2.5_2
tdcb_2.5_3,P3-c3,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_2.5_3
tdcb_.5_1,p3-d1,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_.5_1
tdcb_.5_2,p3-d2,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_.5_2
tdcb_.5_3,p3-d3,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_.5_3
tdcb_0_1,p3-e1,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_0_1
tdcb_0_2,p3-e2,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_0_2
tdcb_0_3,p3-e3,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\tdcb_0_3
ser_0_1,p3-f1,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\ser_0_1
ser_0_2,p3-f2,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\ser_0_2
ser_0_3,p3-f3,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\ser_0_3
ser_5_1,p3-h1,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\ser_5_1
ser_5_2,p3-h2,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\ser_5_2
ser_5_3,p3-h3,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\ser_5_3
amp_10_1,P3-D5,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\amp_10_1
amp_10_2,P3-D6,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\amp_10_2
amp_10_3,P3-D7,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\amp_10_3
pyc_1,p3-e7,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\pyc_1
pyc_2,p3-e8,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\pyc_2
pyc_3,p3-e9,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\pyc_3
pyc_neg_1,P3-f7,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\pyc_neg_1
pyc_neg_2,P3-f8,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\pyc_neg_2
pyc_neg_3,P3-f9,Carothers\BEHamide_A1B1_95to60organic.m,D:\Projects\Marchand\Data\Carothers\230217\pyc_neg_3
script,,,
