"D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day1_1.d"," -ESI EIC(87.0082) Scan Frag=175.0V sds_day1_1.d "
"D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day1_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day1_1.d" ,"1" ,0.883,0.960,1.309,514471.49,6305687.57,100.00,100.00,99.07,0.427,,68261.72,3145.82,6283.41,1085.99,,519809.84,,,MM,,,,,M,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day1_1.d" ,"2" ,1.420,1.454,1.479,17658.07,59164.00,0.94,3.43,0.93,0.050,,1742.06,1328.01,-11545.11,-18226.16,1.10,2166.68,,,  ,248.9661,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day1_2.d"," -ESI EIC(87.0082) Scan Frag=175.0V sds_day1_2.d "
"D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day1_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day1_2.d" ,"1" ,0.874,0.957,1.306,497014.56,6038896.34,100.00,100.00,99.37,0.432,,72050.50,3172.60,25036.61,2945.00,,517802.75,,,MM,,,,,M,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day1_2.d" ,"2" ,1.459,1.470,1.506,17683.15,38348.68,0.64,3.56,0.63,0.036,,1357.35,1393.61,-14819.20,-20238.94,0.39,1175.52,,,  ,248.9661,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\240313_hydrogel\sds_day1_3.d"," -ESI EIC(87.0082) Scan Frag=175.0V sds_day1_3.d "
