D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day2_1.d, -ESI EIC(133.0136) Scan Frag=175.0V pyc_day2_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day2_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day2_1.d ,1,3.801,3.873,3.989,24140.93,85088.14,100,100,100,0.188,0.034,0,1892.85,0.959,3.801,4.377,10.984,0,0,1.22,24140.93,,,  ,171.0046,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day2_2.d, -ESI EIC(133.0136) Scan Frag=175.0V pyc_day2_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day2_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day2_2.d ,1,3.564,3.858,3.918,44846.76,431592.95,100,100,100,0.354,0.224,0,1450.14,0.545,3.564,4.007,10.986,0,1539.1,0.1,46123.37,,,  ,,,,,M,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day2_3.d, -ESI EIC(133.0136) Scan Frag=175.0V pyc_day2_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day2_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day2_3.d ,1,3.67,3.913,4.107,45382.35,422454.03,100,100,100,0.438,0.218,0,0,0.545,3.686,3.996,10.986,0,0,0.31,45382.35,,,  ,171.0046,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day2_4.d, -ESI EIC(133.0136) Scan Frag=175.0V pyc_day2_4.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day2_4.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\240313_hydrogel\pyc_day2_4.d ,1,3.847,3.925,4.163,67024.54,602732.69,100,100,100,0.316,0.135,0,0,0.545,3.875,4.152,10.986,0,0,5.89,67024.54,,,  ,171.0046,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
