"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_1_1.d"," -ESI EIC(456.1632) Scan Frag=175.0V Rxn_A_Ctrl_1_1.d "
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_1_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_1_1.d" ,"1" ,3.626,3.632,3.643,2975,1940,100.00,100.00,100.00,0.017,,0,0,0,0,,2975,,,BB,237.0831,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_1_2.d"," -ESI EIC(456.1632) Scan Frag=175.0V Rxn_A_Ctrl_1_2.d "
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_1_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_1_2.d" ,"1" ,3.625,3.631,3.636,3082,1025,100.00,100.00,100.00,0.011,,0,0,0,0,,3082,,,BB,237.0831,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_1_3.d"," -ESI EIC(456.1632) Scan Frag=175.0V Rxn_A_Ctrl_1_3.d "
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_1_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_1_3.d" ,"1" ,3.480,3.491,3.497,1037,345,100.00,100.00,100.00,0.017,,0,0,0,0,,1037,,,BB,193.0599,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_2_1.d"," -ESI EIC(456.1632) Scan Frag=175.0V Rxn_A_Ctrl_2_1.d "
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_2_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_2_1.d" ,"1" ,3.289,3.295,3.306,671,374,100.00,100.00,100.00,0.017,,0,0,0,0,,671,,,BB,248.9650,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_2_2.d"," -ESI EIC(456.1632) Scan Frag=175.0V Rxn_A_Ctrl_2_2.d "
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_2_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_2_2.d" ,"1" ,3.092,3.097,3.103,1752,583,100.00,100.00,100.00,0.011,,0,0,0,0,,1752,,,BB,237.0831,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_2_3.d"," -ESI EIC(456.1632) Scan Frag=175.0V Rxn_A_Ctrl_2_3.d "
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_2_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_2_3.d" ,"1" ,3.091,3.096,3.102,1003,333,100.00,100.00,100.00,0.011,,0,0,0,0,,1003,,,BB,237.0919,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_3_1.d"," -ESI EIC(456.1632) Scan Frag=175.0V Rxn_A_Ctrl_3_1.d "
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_3_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_3_1.d" ,"1" ,4.970,4.975,4.981,2041,1258,100.00,100.00,100.00,0.011,,0,3486,0,3486,,3784,,,BB,248.9650,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_3_2.d"," -ESI EIC(456.1632) Scan Frag=175.0V Rxn_A_Ctrl_3_2.d "
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_3_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_3_2.d" ,"1" ,4.945,4.995,5.023,6438,14953,100.00,100.00,100.00,0.078,,0,0,0,0,,6438,,,BB,248.9650,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_3_3.d"," -ESI EIC(456.1632) Scan Frag=175.0V Rxn_A_Ctrl_3_3.d "
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_3_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_Ctrl_3_3.d" ,"1" ,4.945,4.989,5.039,8851,25353,100.00,100.00,100.00,0.094,,0,0,0,0,,8851,,,BB,248.9741,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_ilvA_1_1.d"," -ESI EIC(456.1632) Scan Frag=175.0V Rxn_A_ilvA_1_1.d "
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_ilvA_1_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_ilvA_1_1.d" ,"1" ,3.479,3.484,3.506,1452,1214,100.00,100.00,100.00,0.028,,0,0,0,0,,1452,,,BB,193.0599,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230315\Rxn_A_ilvA_1_2.d"," -ESI EIC(456.1632) Scan Frag=175.0V Rxn_A_ilvA_1_2.d "
