D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_1.d, -ESI EIC(456.1632) Scan Frag=175.0V glyA_buj_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_1.d ,1,3.902,3.986,4.113,837846.24,2617283,100,100,91.33,0.211,0.047,2972.56,21928.02,3.792,3.897,4.124,4.213,2505.99,11885.19,0.92,844054.31,,,  ,1033.9755,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_1.d ,2,4.191,4.268,4.396,58815.71,248491.29,9.49,7.02,8.67,0.205,0.058,12549,1602.49,4.124,4.213,4.434,6.556,298.61,307.11,0.35,59117.54,,,  ,1033.9755,,,,,,,,,,,
,,,,,,2865774.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_2.d, -ESI EIC(456.1632) Scan Frag=175.0V glyA_buj_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_2.d ,1,4.411,4.488,4.655,787920.99,2583449.46,100,100,88.76,0.244,0.046,1583.08,23425.67,4.383,4.394,4.655,4.693,1215.91,1410.73,1.23,789198.88,,,  ,1033.9755,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_2.d ,2,4.671,4.732,4.893,88709.4,327124.47,12.66,11.26,11.24,0.222,0.049,19880.03,2271.27,4.655,4.693,4.932,6.555,291.27,303.38,0.77,89004,,,  ,1033.9755,,,,,,,,,,,
,,,,,,2910573.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_3.d, -ESI EIC(456.1632) Scan Frag=175.0V glyA_buj_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
