D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_1.d, -ESI EIC(87.0082) Scan Frag=175.0V glyA_buj_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_1.d ,1,1.015,1.042,1.108,1354.16,5030.19,100,100,100,0.051,,750.77,1126.38,,,,,106.73,144.44,0.35,841.04,,,  ,1033.9755,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_2.d, -ESI EIC(87.0082) Scan Frag=175.0V glyA_buj_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_2.d ,1,0.88,0.895,0.989,1025.35,5096.97,100,100,100,0.083,,765.67,0,,,,,0,0,0.19,1017.74,,,  ,248.9712,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_buj_3.d, -ESI EIC(87.0082) Scan Frag=175.0V glyA_buj_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No integration results available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_neg_1.d, -ESI EIC(87.0082) Scan Frag=175.0V glyA_neg_1.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No integration results available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_neg_2.d, -ESI EIC(87.0082) Scan Frag=175.0V glyA_neg_2.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_neg_2.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_neg_2.d ,1,0.955,0.975,1.082,1766.62,5417.45,100,100,100,0.041,,865.01,0,,,,,0,0,0.29,1402.16,,,  ,1033.9755,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_neg_3.d, -ESI EIC(87.0082) Scan Frag=175.0V glyA_neg_3.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_neg_3.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\glyA_neg_3.d ,1,0.874,0.937,0.992,3291.45,11200.47,100,100,100,0.048,,0,0,,,,,0,0,0.97,3124.69,,,  ,1033.9755,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\TODO_isoforms\init.d, -ESI EIC(87.0082) Scan Frag=175.0V init.d ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
