Sample Name,Sample Position,Method,Data File
mod1_1,P3-A1,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/mod1_1
mod1_2,P3-A2,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/mod1_2
mod3-full_1,P3-A3,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/mod3-full_1
mod3-full_2,P3-A4,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/mod3-full_2
mod1-neg_1,P3-B1,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/mod1-neg_1
mod1-neg_2,P3-B2,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/mod1-neg_2
mod3-neg_1,P3-B3,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/mod3-neg_1
mod3-neg_2,P3-B4,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/mod3-neg_2
glyA_1,P3-C1,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/glyA_1
glyA_2,P3-C2,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/glyA_2
glyA-neg_1,P3-D1,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/glyA-neg_1
glyA-neg_2,P3-D2,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/glyA-neg_2
sds_1,P3-E1,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/sds_1
sds_2,P3-E2,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/sds_2
sds-neg_1,P3-F1,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/sds-neg_1
sds-neg_2,P3-F2,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/sds-neg_2
pyc_1,P3-G1,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/pyc_1
pyc_2,P3-G2,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/pyc_2
pyc-neg_1,P3-H1,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/pyc-neg_1
pyc-neg_2,P3-H2,Carothers/BEH_a1b1_pos1_v2.m,D:/Projects/Marchand/Data/Carothers/230817/pyc-neg_2
